Book Id,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Roles,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
215070267,"Clone Yourself: Build a Team that Understands Your Vision, Shares Your Passion, and Runs Your Business For You",1,"Hilderman, Jeff",Author,,,"ISBN Canada (2019), 205 pages",2019,,,,,"Clone Yourself: Build a Team that Understands Your Vision, Shares Your Passion, and Runs Your Business For You by Jeff Hilderman (2019)",Paperback,205 p.; 9 inches,0.68 pounds,9 inches,0.52 inches,6 inches,9 x 6 x 0.52 inches,205,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,,[1775038335],"1775038335, 9781775038337",,,,,1,amazon.com books,[2022-04-06],,,25374309,,,,
215070275,Build Better Products: A Modern Approach to Building Successful User-Centered Products,1,"Klein, Laura",Author,,,"Rosenfeld Media (2016), Edition: 1, 368 pages",2016,,,,,Build Better Products: A Modern Approach to Building Successful User-Centered Products by Laura Klein (2016),Paperback,368 p.; 9 inches,1.5 pounds,9 inches,0.77 inches,6 inches,9 x 6 x 0.77 inches,368,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,TS171,[1933820586],"1933820586, 9781933820583",,658.421,Executive > Management > Management and auxiliary services > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-06],,,18780165,,,,
215070291,The Product is Docs: Writing technical documentation in a product development group,5,"Gales, Christopher",Author,,,"Independently published (2020), 291 pages",2020,,,,,The Product is Docs: Writing technical documentation in a product development group by Christopher Gales (2020),Paperback,291 p.; 8.5 inches,,8.5 inches,0.66 inches,5.5 inches,8.5 x 5.5 x 0.66 inches,291,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,HF5415,[],,,,,,1,amazon.com books,[2022-04-06],,,21881137,,,,
215070302,Information Architecture: For the Web and Beyond,1,"Rosenfeld, Louis",Author,,,"O'Reilly Media (2015), Edition: 4, 486 pages",2015,,,,,Information Architecture: For the Web and Beyond by Louis Rosenfeld (2015),Paperback,486 p.; 8.9 inches,1.55205432448 pounds,8.9 inches,1.1 inches,6 inches,8.9 x 6 x 1.1 inches,486,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,TK5105 .R67,[1491911689],"1491911689, 9781491911686",,5.7,"Computer programming, programs, data, security > Computing and Information > Data > Information",,1,amazon.com books,[2022-04-06],,,16338786,,,,
215070328,Writing Is Designing: Words and the User Experience,1,"Metts, Michael J.",Author,,,"Rosenfeld Media (2020), Edition: 1, 200 pages",2020,,,,,Writing Is Designing: Words and the User Experience by Michael J. Metts (2020),Paperback,200 p.; 9 inches,0.85 pounds,9 inches,0.43 inches,6 inches,9 x 6 x 0.43 inches,200,,,,,,,"bought for work, bought via CCI","Your library, Currently reading",English,English,,[1933820667],"1933820667, 9781933820668",,5.4,"Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs",,1,amazon.com books,[2022-04-06],,,24183676,,,,
215071053,The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,5,"Fitzpatrick, Rob",Author,,,"CreateSpace Independent Publishing Platform (2013), Edition: 1, 136 pages",2013,,,,,The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you by Rob Fitzpatrick (2013),Paperback,136 p.; 8.5 inches,0.37037660016 pounds,8.5 inches,0.31 inches,5.5 inches,8.5 x 5.5 x 0.31 inches,136,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,HF5718,[1492180742],"1492180742, 9781492180746",,658.11,Management > Management and auxiliary services > Of Corporate Finance > Startup Management > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-06],,,15293941,,,,
215071063,The Team That Managed Itself: A Story of Leadership,5,"Wodtke, Christina",Author,,,"Cucina Media, LLC (2019), 268 pages",2019,,,,,The Team That Managed Itself: A Story of Leadership by Christina Wodtke (2019),Paperback,268 p.; 9.02 inches,0.8708259349 pounds,9.02 inches,0.61 inches,5.98 inches,9.02 x 5.98 x 0.61 inches,268,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,,[0996006079],"0996006079, 9780996006071",,,,,1,amazon.com books,[2022-04-06],,,23886301,,,,
215110373,UX Strategy: Product Strategy Techniques for Devising Innovative Digital Solutions,1,"Levy, Jaime",Author,,,"O'Reilly Media (2021), Edition: 2, 304 pages",2021,,,,,UX Strategy: Product Strategy Techniques for Devising Innovative Digital Solutions by Jaime Levy (2021),Paperback,304 p.; 8.9 inches,0.85 pounds,8.9 inches,0.4 inches,6 inches,8.9 x 6 x 0.4 inches,304,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,,[1492052434],"1492052434, 9781492052432",,4.019,Computer Hardware -- Subdivisions > Computer Interaction With Humans > Computer science > Computing and Information > Information > Theory And Instruction,,1,amazon.com books,[2022-04-06],,,26358806,,,,
215110404,Designing Web Interfaces: Principles and Patterns for Rich Interactions,1,"Scott, Bill",Author,,,"O'Reilly Media (2009), Edition: 1, 334 pages",2009,,,,,Designing Web Interfaces: Principles and Patterns for Rich Interactions by Bill Scott (2009),Paperback,334 p.; 9.19 inches,1.17726847908 pounds,9.19 inches,1.11 inches,7 inches,9.19 x 7 x 1.11 inches,334,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,QA76.U83 S39,[0596516258],"0596516258, 9780596516253",,5.437,"Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs > Systems programs",,1,amazon.com books,[2022-04-06],,,6630851,,,,
215133900,PostgreSQL (2nd Edition),1,"Douglas, Korry",Author,,,"Sams Publishing (2005), Edition: 2, 1032 pages",2005,,,,,PostgreSQL (2nd Edition) by Korry Douglas (2005),Paperback,,3.55 pounds,8.9 inches,2.1 inches,6.9 inches,8.9 x 6.9 x 2.1 inches,1032,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,QA76.D3 D685,[0672327562],"0672327562, 9780672327568",Database management|Open source software,5.7565,"Computer programming, programs, data, security > Computing and Information > Data > Information > Relational Databases > Specific Databases And Data Files",,1,amazon.com books,[2022-04-07],,,276423,,,,
215133913,Competing Against Luck: The Story of Innovation and Customer Choice,1,"Christensen, Clayton M.",Author,,,"Harper Business (2016), Edition: 1, 288 pages",2016,,,,,Competing Against Luck: The Story of Innovation and Customer Choice by Clayton M. Christensen (2016),Hardcover,288 p.; 9.1 inches,1.02074027306 pounds,9.1 inches,6.1 inches,1.2 inches,9.1 x 1.2 x 6.1 inches,288,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,HD53 .C487,[0062435612],"0062435612, 9780062435613",,658.4,Executive > Management > Management and auxiliary services > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-07],,,18462924,,,,
215133927,A Web for Everyone: Designing Accessible User Experiences,3,"Horton, Sarah",Autore,,,"Rosenfeld Media (2014), Edition: 1st, 288 pages",2014,,,,,A Web for Everyone: Designing Accessible User Experiences by Sarah Horton (2014),Paperback,288 p.; 8.9 inches,1.19931470528 pounds,8.9 inches,0.7 inches,5.9 inches,8.9 x 5.9 x 0.7 inches,288,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,TK5105.888 .H678,[1933820977],"1933820977, 9781933820972",,6.76,Computing and Information > Information > Multimedia systems > Special Topics > Web & Multimedia Programming,,1,amazon.com books,[2022-04-07],,,14831855,,,,
215133935,"User Is Always Right, The: A Practical Guide to Creating and Using Personas for the Web",1,"Mulder, Steve",Author,,,"New Riders (2006), Edition: 1, 312 pages",2006,,,,,"User Is Always Right, The: A Practical Guide to Creating and Using Personas for the Web by Steve Mulder (2006)",Paperback,312 p.; 9 inches,0.93475999088 pounds,9 inches,0.71 inches,6 inches,9 x 6 x 0.71 inches,312,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,HF5415 .M85,[0321434536],"0321434536, 9780321434531",Electronic commerce > Customer services|Internet marketing > Planning|Internet users|Web sites > Design,5.7,"Computer programming, programs, data, security > Computing and Information > Data > Information",,1,amazon.com books,[2022-04-07],,,1496678,,,,
215133948,Web Anatomy: Interaction Design Frameworks that Work,1,"Jr., Robert Hoekman",Author,,,"New Riders (2009), Edition: 1, 224 pages",2009,,,,,Web Anatomy: Interaction Design Frameworks that Work by Robert Hoekman Jr. (2009),Paperback,,0.9 pounds,8.6 inches,0.5 inches,6.8 inches,8.6 x 6.8 x 0.5 inches,224,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,TK5105.888 .H64,[0321635027],"0321635027, 9780321635020",,6.7,Computing and Information > Information > Multimedia systems > Special Topics,,1,amazon.com books,[2022-04-07],,,9420773,,,,
215133974,Make It So: Interaction Design Lessons from Science Fiction,1,"Shedroff, Nathan",Author,,,"Rosenfeld Media (2012), Edition: 1, 368 pages",2012,,,,,Make It So: Interaction Design Lessons from Science Fiction by Nathan Shedroff (2012),Paperback,368 p.; 9 inches,1.08908357428 pounds,9 inches,0.77 inches,6 inches,9 x 6 x 0.77 inches,368,,,,,,,"bought for work, bought via CCI","Your library, Currently reading",English,English,TS171 .S482,[1933820985],"1933820985, 9781933820989",,745.2,Arts and Recreation > Decorative Arts > Drawing and decorative arts > Industrial,,1,amazon.com books,[2022-04-07],,,13090469,,,,
215134006,Landing Page Optimization: The Definitive Guide to Testing and Tuning for Conversions,1,"Ash, Tim",Author,,,"Sybex (2012), Edition: 2, 480 pages",2012,,,,,Landing Page Optimization: The Definitive Guide to Testing and Tuning for Conversions by Tim Ash (2012),Paperback,480 p.; 9.25 inches,1.4550509292 pounds,9.25 inches,1.09 inches,7.375 inches,9.25 x 7.375 x 1.09 inches,480,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,TK5105 .A7836,[9780470610121],"9780470610121, 0470610123",Internet marketing|Web sites > Design|Web sites > Evaluation|Web sites > Testing,6.7,Computing and Information > Information > Multimedia systems > Special Topics,,1,amazon.com books,[2022-04-07],,,5203401,,,,
215134037,Designing UX: Forms: Create Forms That Don't Drive Your Users Crazy (Aspects of UX),1,"Enders, Jessica",Author,,,"SitePoint (2016), Edition: 1, 276 pages",2016,,,,,Designing UX: Forms: Create Forms That Don't Drive Your Users Crazy (Aspects of UX) by Jessica Enders (2016),Paperback,276 p.; 9.19 inches,1.02294489568 pounds,9.19 inches,0.58 inches,7 inches,9.19 x 7 x 0.58 inches,276,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,QA76.H85 .E534,[0994347057],"0994347057, 9780994347053",,4.019,Computer Hardware -- Subdivisions > Computer Interaction With Humans > Computer science > Computing and Information > Information > Theory And Instruction,,1,amazon.com books,[2022-04-07],,,20647705,,,,
215134049,Rapid Contextual Design: A How-to Guide to Key Techniques for User-Centered Design (Interactive Technologies),1,"Holtzblatt, Karen",Author,,,"Morgan Kaufmann (2004), 320 pages",2004,,,,,Rapid Contextual Design: A How-to Guide to Key Techniques for User-Centered Design (Interactive Technologies) by Karen Holtzblatt (2004),Paperback,320 p.; 11.2 inches,2.0062065842 pounds,11.2 inches,0.73 inches,8.4 inches,11.2 x 8.4 x 0.73 inches,320,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,QA76.S88 H65,[9780123540515],"9780123540515, 0123540518",System Analysis|System analysis|System design,4.21,Computer Architectures > Computer science > Computing and Information > Information,,1,amazon.com books,[2022-04-07],,,1330347,,,,
215184365,Web Form Design: Filling in the Blanks,1,"Wroblewski, Luke",Author,,,"Rosenfeld Media (2011), Edition: 1st, 226 pages",2008,,,,,Web Form Design: Filling in the Blanks by Luke Wroblewski (2008),Paperback,226 p.; 9 inches,0.74075320032 pounds,9 inches,0.52 inches,6 inches,9 x 6 x 0.52 inches,226,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,TK5105.888,[9781933820248],"9781933820248, 1933820241",,5.72,"Computer programming, programs, data, security > Computing and Information > Data > Information > Preparation and Representation",,1,amazon.com books,[2022-04-08],,,5375097,,,,
215184369,User and Task Analysis for Interface Design,1,"Hackos, JoAnn T.",Author,,,"John Wiley & Sons, Inc. (1998), Edition: 1st, 512 pages",1998,,,,,User and Task Analysis for Interface Design by JoAnn T. Hackos (1998),Hardcover,512 p.; 9.52 inches,2.15171167712 pounds,9.519666 inches,1.358265 inches,7.51967 inches,9.519666 x 7.51967 x 1.358265 inches,512,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,QA76.U83 H33,[0471178314],"0471178314, 9780471178316",User interfaces (Computer systems),4.21,Computer Architectures > Computer science > Computing and Information > Information,,1,amazon.com books,[2022-04-08],,,311880,,,,
215184384,Designing Interactions (The MIT Press),1,"Moggridge, Bill",Author,,,"The MIT Press (2006), Edition: 1, 766 pages",2007,,,,,Designing Interactions (The MIT Press) by Bill Moggridge (2007),Hardcover,766 p.; 9.31 inches,3.5494424182 pounds,9.31 inches,1.44 inches,8.19 inches,9.31 x 8.19 x 1.44 inches,766,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,QA76.H85 M64,[0262134748],"0262134748, 9780262134743",Human-computer interaction,4.019,Computer Hardware -- Subdivisions > Computer Interaction With Humans > Computer science > Computing and Information > Information > Theory And Instruction,,1,amazon.com books,[2022-04-08],,,2319884,,,,
215184392,Database Design for Mere Mortals: 25th Anniversary Edition,1,"Hernandez, Michael J",Author,,,"Addison-Wesley Professional (2020), Edition: 4, 640 pages",2020,,,,,Database Design for Mere Mortals: 25th Anniversary Edition by Michael J Hernandez (2020),Paperback,640 p.; 9.15 inches,2.2266688462 pounds,9.15 inches,1.32 inches,7.4 inches,9.15 x 7.4 x 1.32 inches,640,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,QA76.D26 H477,[0136788041],"0136788041, 9780136788041",Database design|Relational databases,5.756,"Computer programming, programs, data, security > Computing and Information > Data > Information > Relational Databases > Specific Databases And Data Files",,1,amazon.com books,[2022-04-08],,,28572,,,,
215239369,Blitzscaling: The Lightning-Fast Path to Building Massively Valuable Companies,1,"Hoffman, Reid",Author,,,"Currency (2018), 336 pages",2018,,,,,Blitzscaling: The Lightning-Fast Path to Building Massively Valuable Companies by Reid Hoffman (2018),Hardcover,336 p.; 8.52 inches,1 pound,8.52 inches,1.16 inches,5.87 inches,8.52 x 5.87 x 1.16 inches,336,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,HD62 .H624,[1524761419],"1524761419, 9781524761417",,658.11,Management > Management and auxiliary services > Of Corporate Finance > Startup Management > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-09],,,22389374,,,,
215239381,Accessibility for Everyone,1,"Kalbag, Laura",Author,,,"A Book Apart (2017), 166 pages",2017,,,,,Accessibility for Everyone by Laura Kalbag (2017),Paperback,166 p.,0.67 pounds,,,,,166,,,,,,,"bought for work, bought via CCI","Your library, Unread",,English,QA76.H85 .K35,[1937557618],"1937557618, 9781937557614",,4.087,Computer Hardware -- Subdivisions > Computer science > Computing and Information > Culture Studies > Information,,1,amazon.com books,[2022-04-09],,,20711031,,,,
215239387,Conversational Design,1,"Hall, Erika",Author,,,A Book Apart (2018),2018,,,,,Conversational Design by Erika Hall (2018),Paperback,,0.6 pounds,,,,,,,,,,,,"bought for work, bought via CCI","Your library, Read",English,,QA76.S88 H35,[1937557677],"1937557677, 9781937557676",,,,,1,amazon.com books,[2022-04-09],,,22499785,,,,
215239391,Rework,1,"Fried, Jason",Author,"Hansson, David Heinemeier",,"Currency (2010), Edition: 1, 288 pages",2010,,,,,Rework by Jason Fried (2010),Hardcover,288 p.; 8.52 inches,0.92 pounds,8.52 inches,1 inch,5.72 inches,8.52 x 5.72 x 1 inches,288,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,HD31 .F755,[0307463745],"0307463745, 9780307463746",,658,Management > Management and auxiliary services > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-09],,,8874897,,,,
215239395,Contextual Design: Design for Life (Interactive Technologies),1,"Holtzblatt, Karen",Author,,,"Morgan Kaufmann (2016), Edition: 2, 530 pages",2016,,,,,Contextual Design: Design for Life (Interactive Technologies) by Karen Holtzblatt (2016),Paperback,530 p.; 9.25 inches,3.1526103466 pounds,9.25 inches,1.07 inches,7.5 inches,9.25 x 7.5 x 1.07 inches,530,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,QA76.S88 H65,[0128008946],"0128008946, 9780128008942",,5.12,"Computer programming, programs, data, security > Computing and Information > Information > Programming > Systems Analysis And Design",,1,amazon.com books,[2022-04-09],,,19279472,,,,
215239400,Going Offline,1,"Keith, Jeremy",Author,,,A Book Apart (2018),2018,,,,,Going Offline by Jeremy Keith (2018),Paperback,,0.45 pounds,,,,,,,,,,,,"bought for work, damaged, bought via CCI",Your library,,,,[1937557650],"1937557650, 9781937557652",,,,,1,amazon.com books,[2022-04-09],,,21788151,,,,
215239601,SEO for Everyone,1,"Baggs, Rebekah",,"Winters, Sarah|Corak, Chris",Foreword|Author,A Book Apart (2021),2021,,,,,SEO for Everyone by Rebekah Baggs (2021),Paperback,,,,,,,,,,,,,,"bought for work, bought via CCI","Your library, Unread",,,,[9781952616075],"9781952616075, 1952616077",,,,,1,manual entry,[2022-04-09],,,27197046,,,,
215309606,The Web Content Strategist's Bible: The Complete Guide To A New And Lucrative Career For Writers Of All Kinds,5,"Sheffield, Richard",Author,,,"CreateSpace Independent Publishing Platform (2009), Edition: 1, 210 pages",2009,,,,,The Web Content Strategist's Bible: The Complete Guide To A New And Lucrative Career For Writers Of All Kinds by Richard Sheffield (2009),Paperback,210 p.; 8.5 inches,0.55 pounds,8.5 inches,0.48 inches,5.5 inches,8.5 x 5.5 x 0.48 inches,210,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,,[1441482628],"1441482628, 9781441482624",,5,"Computer programming, programs, data, security > Computing and Information > Information",,1,amazon.com books,[2022-04-11],,,9136298,,,,
215309638,A Practical Guide to Localization (Language International World Directory),3,"Esselink, Bert",Author,,,"John Benjamins Publishing Company (2000), Edition: Revised, 490 pages",2000,,,,,A Practical Guide to Localization (Language International World Directory) by Bert Esselink (2000),Paperback,490 p.; 9 inches,1.8629061139 pounds,9 inches,1 inch,6.5 inches,9 x 6.5 x 1 inches,490,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,QA76.D63 E87,[1588110060],"1588110060, 9781588110060",Software documentation|Software localization,5.1,"Computer programming, programs, data, security > Computing and Information > Information > Programming",,1,amazon.com books,[2022-04-11],,,335000,,,,
215309645,"The Elements of Content Strategy (Brief Books for People Who Make Websites, No. 3)",5,"Kissane, Erin",Author,,,"A Book Apart (2010), Edition: 1st Edition",2010,,,,,"The Elements of Content Strategy (Brief Books for People Who Make Websites, No. 3) by Erin Kissane (2010)",Paperback,,0.5 pounds,,,,,,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,TK5105.888 .K57,[0984442553],"0984442553, 9780984442553",,5.72,"Computer programming, programs, data, security > Computing and Information > Data > Information > Preparation and Representation",,1,amazon.com books,[2022-04-11],,,11042841,,,,
215309688,On Web Typography,1,"Santa Maria, Jason",Author,,,"Adams Media (2014), 142 pages",2014,,,,,On Web Typography by Jason Santa Maria (2014),Paperback,142 p.,0.65 pounds,,,,,142,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,TK5105.888,[1937557073],"1937557073, 9781937557072",,686.22,"Books: Binding, Design, Printing > Manufacture of products for specific uses, handicrafts > Printing > Technology and Application of Knowledge > Typography",,1,amazon.com books,[2022-04-11],,,15227610,,,,
215309730,"Content Strategy for the Web, 2nd Edition",1,"Halvorson, Kristina",Author,,,"New Riders (2012), Edition: 2, 224 pages",2012,,,,,"Content Strategy for the Web, 2nd Edition by Kristina Halvorson (2012)",Paperback,224 p.; 9 inches,1.0582188576 pounds,9 inches,0.6 inches,7 inches,9 x 7 x 0.6 inches,224,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,TK5105 .H356,[0321808304],"0321808304, 9780321808301",,6.7,Computing and Information > Information > Multimedia systems > Special Topics,,1,amazon.com books,[2022-04-11],,,8406563,,,,
215309738,Web Site Usability: A Designer's Guide (Interactive Technologies),1,"Spool, Jared",Author,,,"Morgan Kaufmann (1998), Edition: 1st, 176 pages",1998,,,,,Web Site Usability: A Designer's Guide (Interactive Technologies) by Jared Spool (1998),Paperback,176 p.; 9 inches,0.74075320032 pounds,9 inches,0.75 inches,7 inches,9 x 7 x 0.75 inches,176,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,TK5105 .S72,[9781558605695],"9781558605695, 155860569X",Web sites > Design,5.72,"Computer programming, programs, data, security > Computing and Information > Data > Information > Preparation and Representation",,1,amazon.com books,[2022-04-11],,,412161,,,,
215500469,It Doesn't Have to Be Crazy at Work,1,"Fried, Jason",Author,,,"Harper Business (2018), Edition: Illustrated, 240 pages",2018,,,,,It Doesn't Have to Be Crazy at Work by Jason Fried (2018),Hardcover,240 p.; 9 inches,1.42418621252 pounds,9 inches,0.85 inches,6 inches,9 x 6 x 0.85 inches,240,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,HD58 .F78,[0062874780],"0062874780, 9780062874788",,650.1,Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-15],,,22254163,,,,
215596641,Going Offline,1,"Keith, Jeremy",Author,,,A Book Apart (2018),2018,,,,,Going Offline by Jeremy Keith (2018),Paperback,,0.45 pounds,,,,,,,,,,,,"bought for work, bought via CCI","Your library, Unread",,,,[1937557650],"1937557650, 9781937557652",,,,,1,amazon.com books,[2022-04-18],,,21788151,,,,
215596662,Remote: Office Not Required,1,"Fried, Jason",Author,,,"Currency (2013), Edition: Illustrated, 256 pages",2013,,,,,Remote: Office Not Required by Jason Fried (2013),Hardcover,256 p.; 8.54 inches,0.9 pounds,8.54 inches,0.97 inches,5.75 inches,8.54 x 5.75 x 0.97 inches,256,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,HD2336 .F75,[0804137501],"0804137501, 9780804137508",,658.3,Management > Management and auxiliary services > Of Personnel > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-18],,,14384903,,,,
215630027,The Lean Product Playbook: How to Innovate with Minimum Viable Products and Rapid Customer Feedback,5,"Olsen, Dan",Author,,,"Wiley (2015), Edition: 1, 336 pages",2015,,,,,The Lean Product Playbook: How to Innovate with Minimum Viable Products and Rapid Customer Feedback by Dan Olsen (2015),Hardcover,336 p.; 9 inches,1.1684499886 pounds,8.999982 inches,1.200785 inches,1.098423 inches,8.999982 x 1.098423 x 1.200785 inches,336,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,HF5415.335,[1118960874],"1118960874, 9781118960875",,658.4013,"Control, evaluation > Executive > Management > Management and auxiliary services > Planning, control, strategy > Technology and Application of Knowledge",,1,amazon.com books,[2022-04-19],,,16104141,,,,
215630034,"UX for Lean Startups: Faster, Smarter User Experience Research and Design",1,"Klein, Laura",Author,,,"O'Reilly Media (2018), Edition: 1, 236 pages",2018,,,,,"UX for Lean Startups: Faster, Smarter User Experience Research and Design by Laura Klein (2018)",Paperback,236 p.; 9 inches,0.71 pounds,9 inches,0.5 inches,6 inches,9 x 6 x 0.5 inches,236,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,QA76.H85 K54,[1492049581],"1492049581, 9781492049586",,658.11,Management > Management and auxiliary services > Of Corporate Finance > Startup Management > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-19],,,13865907,,,,
215639101,Lean UX: Designing Great Products with Agile Teams,1,"Gothelf, Jeff",Author,,,"O'Reilly Media (2021), Edition: 3, 254 pages",2021,,,,,Lean UX: Designing Great Products with Agile Teams by Jeff Gothelf (2021),Paperback,254 p.; 9 inches,1.05 pounds,9 inches,0.75 inches,6 inches,9 x 6 x 0.75 inches,254,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,HD62 .M3735,[1098116305],"1098116305, 9781098116309",,658.4,Executive > Management > Management and auxiliary services > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-19],,,12324821,,,,
215640916,"Getting Real: The Smarter, Faster, Easier Way to Build a Successful Web Application",1,"Fried, Jason",Author,,,"37signals (2006), 194 pages",2006,,,,,"Getting Real: The Smarter, Faster, Easier Way to Build a Successful Web Application by Jason Fried (2006)",Paperback,194 p.; 9.02 inches,0.64595442766 pounds,9.01573 inches,0.49 inches,5.98424 inches,9.01573 x 5.98424 x 0.49 inches,194,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,TK5105 .G48,[0578012812],"0578012812, 9780578012810",,6.76,Computing and Information > Information > Multimedia systems > Special Topics > Web & Multimedia Programming,,1,amazon.com books,[2022-04-19],,,992840,,,,
215783042,Value Proposition Design: How to Create Products and Services Customers Want (The Strategyzer Series),1,"Osterwalder, Alexander",Author,"Smith, Alan|Pigneur, Yves|Bernarda, Gregory|Papadakos, Trish",Author|Author|Author|Designer,"Wiley (2014), Edition: 1, 320 pages",2014,,,,,Value Proposition Design: How to Create Products and Services Customers Want (The Strategyzer Series) by Alexander Osterwalder (2014),Paperback,320 p.; 9.5 inches,1.70196866264 pounds,9.499981 inches,0.901573 inches,7.40156 inches,9.499981 x 7.40156 x 0.901573 inches,320,,,,,,,"bought for work, bought via CCI","Your library, Unread",English,English,HF5415 .O87,[1118968050],"1118968050, 9781118968055",,658.4012,"Executive > Management > Management and auxiliary services > Planning, control, strategy > Strategy > Technology and Application of Knowledge",,1,amazon.com books,[2022-04-23],,,15335081,,,,
215802134,Running Lean: Iterate from Plan A to a Plan That Works,1,"Maurya, Ash",Author,,,"O'Reilly Media (2022), Edition: 3, 367 pages",2022,,,,,Running Lean: Iterate from Plan A to a Plan That Works by Ash Maurya (2022),Paperback,,,,,,,,,,,,,,"bought for work, bought via CCI","Your library, Read",English,English,HD62 .M3735,[1098108779],"1098108779, 9781098108779",,658.4,Executive > Management > Management and auxiliary services > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-23],,,12324821,,,,
215802158,"Start Small, Stay Small: A Developer's Guide to Launching a Startup",1,"Walling, Rob",Author,,,"The Numa Group, LLC (2010), 212 pages",2010,,,,,"Start Small, Stay Small: A Developer's Guide to Launching a Startup by Rob Walling (2010)",Paperback,212 p.; 9 inches,0.7 pounds,9 inches,0.53 inches,6 inches,9 x 6 x 0.53 inches,212,,,,,,,"bought for work, bought via CCI","Your library, Currently reading",English,English,HD62.5,[0615373968],"0615373968, 9780615373966",,658.02,Management > Management and auxiliary services > Technology and Application of Knowledge,,1,amazon.com books,[2022-04-23],,,10563513,,,,
215815948,The Essence of Software: Why Concepts Matter for Great Design,5,"Jackson, Daniel",Author,,,"Princeton University Press (2021), 336 pages",2021,,,,,The Essence of Software: Why Concepts Matter for Great Design by Daniel Jackson (2021),Hardcover,336 p.; 9.5 inches,1.55 pounds,9.5 inches,1.25 inches,6.25 inches,9.5 x 6.25 x 1.25 inches,336,,,,,,,"bought for work, bought via CCI","Your library, Currently reading",English,English,QA76.754,[0691225389],"0691225389, 9780691225388",,5.1,"Computer programming, programs, data, security > Computing and Information > Information > Programming",,1,amazon.com books,[2022-04-23],,,27177719,,,,
